NO_PRODUTO;DS_CATEGORIA_PRODUTO;NO_PRINICIPIO_ATIVO;DS_CONCENTRACAO;DS_DESTINACAO;DS_FORMA_FISICA;DS_RESTRICAO_PRESCRICAO;ST_RESTRITO_HOSPITAL;DS_RESTRICAO_USO
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169,72;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.38;;CAPSULA GELATINOSA DURA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42,450;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.4;;CAPSULA GELATINOSA DURA COM AÇAO PROLONGADA;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42,828;;Comprimido Revestido de Liberação Prolongada;;Não informado;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,900;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.4;;CAPSULA GELATINOSA DURA DE LIBERAÇAO CONTROLADA;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169.600;;CAPSULA GELATINOSA DURA DE LIBERAÇAO CONTROLADA;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,855;;Comprimido Revestido de Liberação Prolongada;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84.800;;CAPSULA GELATINOSA DURA DE LIBERAÇAO CONTROLADA;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169,50;;CAPSULA GELATINOSA DURA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;114;;CAPSULA GELATINOSA DURA;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,86;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,75;COMERCIAL;CAPSULA GELATINOSA DURA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
CLORIDRATO DE VENLAFAXINA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42,43;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
Cloridrato de Venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,855;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
Cloridrato de Venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169,710;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
Cloridrato de Venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42,428;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
Cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;113,640;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
Cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;227,273;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
Cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;454,545;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.43;;CAPSULA GELATINOSA DURA;;Não informado;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,825;;COMPRIMIDO SIMPLES;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84.855;COMERCIAL;COMPRIMIDO DE LIBERACAO PROLONGADA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169.72;COMERCIAL;CAPSULA GELATINOSA DURA;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.43;;CAPSULA GELATINOSA DURA COM AÇAO PROLONGADA;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,857;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42,43;;Cápsula Dura de Liberação Prolongada;;Não informado;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,75;COMERCIAL;CAPSULA GELATINOSA DURA COM AÇAO PROLONGADA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,86;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.428;COMERCIAL;COMPRIMIDO DE LIBERACAO PROLONGADA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84.86;COMERCIAL;CAPSULA GELATINOSA DURA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42,43;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,86;;Cápsula Dura de Liberação Prolongada;;Não informado;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84.86;;CAPSULA GELATINOSA DURA;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.43;;CAPSULA GELATINOSA DURA;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169,72;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42,413;;COMPRIMIDO SIMPLES;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84.86;;CAPSULA GELATINOSA DURA;;Não informado;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169.700;;CAPSULA GELATINOSA DURA;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;56,55;;COMPRIMIDO SIMPLES;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169.710;COMERCIAL;COMPRIMIDO DE LIBERACAO PROLONGADA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84.850;;CAPSULA GELATINOSA DURA;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169,715;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169.72;COMERCIAL;CAPSULA GELATINOSA DURA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84.86;COMERCIAL;CAPSULA GELATINOSA DURA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não informado;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169.72;;CAPSULA GELATINOSA DURA;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,858;;Cápsula Dura de Liberação Prolongada;;Não;Adulto
cloridrato de venlafaxina;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.43;COMERCIAL;CAPSULA GELATINOSA DURA;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
CLORIDRATO DE VERAPAMIL;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;12.000;;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;;Não;Adulto
CLORIDRATO DE VERAPAMIL;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;80,00;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico
CLORIDRATO DE VERAPAMIL;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;80.000;;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico
CLORIDRATO DE VERAPAMIL;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;120.000;;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;;Não;Adulto
CLORIDRATO DE VERAPAMIL;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;240.000;;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;;Não;Adulto
CLORIDRATO DE VERAPAMIL;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;80.00;;COMPRIMIDO REVESTIDO;;Não informado;Adulto e Pediátrico
Cloridrato de Verapamil;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;120,000;;Comprimido Revestido de Liberação Retardada;;Não;Adulto
Cloridrato de Verapamil;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;240.00;;Comprimido Revestido de Liberação Retardada;;Não;Adulto
cloridrato de verapamil;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;80,00;;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
cloridrato de verapamil;ANTIANGINOSOS E VASODILATADORES;CLORIDRATO DE VERAPAMIL;80,0000;;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico
cloridrato de ziprasidona monoidratado;ANTIPSICOTICOS;CLORIDRATO DE ZIPRASIDONA MONOIDRATADO;90.554;;CAPSULA GELATINOSA DURA;;Não;Adulto acima de
cloridrato de ziprasidona monoidratado;ANTIPSICOTICOS;CLORIDRATO DE ZIPRASIDONA MONOIDRATADO;90.554;COMERCIAL;CAPSULA GELATINOSA DURA;;Não;Adulto acima de
cloridrato de ziprasidona monoidratado;ANTIPSICOTICOS;CLORIDRATO DE ZIPRASIDONA MONOIDRATADO;45.277;COMERCIAL;CAPSULA GELATINOSA DURA;;Não;Adulto acima de
cloridrato de ziprasidona monoidratado;ANTIPSICOTICOS;CLORIDRATO DE ZIPRASIDONA MONOIDRATADO;45.277;;CAPSULA GELATINOSA DURA;;Não;Adulto acima de
CLORIDRATRO DE TRAZODONA;ANTIDEPRESSIVOS;CLORIDRATO DE TRAZODONA;50,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
CLORIDRATRO DE TRAZODONA;ANTIDEPRESSIVOS;CLORIDRATO DE TRAZODONA;100,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
CLORIFLOX;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;cloridrato de ciprofloxacino monoidratado;3,500;;Solução ;;Não;Adulto
CLORITECAN;ANTINEOPLASICO;CLORIDRATO DE IRINOTECANO;20;;SOLUÇAO INJETAVEL;;Sim;Adulto
CLORPROMAZ;NEUROLEPTICOS;CLORIDRATO DE CLORPROMAZINA;112.000;;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
CLORPROMAZ;NEUROLEPTICOS;CLORIDRATO DE CLORPROMAZINA;5,57;;SOLUÇAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
CLORPROPAMIDA;ANTIDIABETICOS;CLORPROPAMIDA;250;;COMPRIMIDO SIMPLES;;Não;Adulto
CLORTALIDONA;DIURETICOS SIMPLES;CLORTALIDONA;50.0;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
clortalidona;DIURETICOS SIMPLES;CLORTALIDONA;12,5;;COMPRIMIDO SIMPLES;;Não informado;Adulto e Pediátrico acima de 
clortalidona;DIURETICOS SIMPLES;CLORTALIDONA;50;;COMPRIMIDO SIMPLES;;Não informado;Adulto e Pediátrico acima de 
clortalidona;DIURETICOS SIMPLES;CLORTALIDONA;25;;COMPRIMIDO SIMPLES;;Não informado;Adulto e Pediátrico acima de 
CLORTALIL;DIURETICOS SIMPLES;CLORTALIDONA;25;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
CLORTALIL;DIURETICOS SIMPLES;CLORTALIDONA;50;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
CLORTALIL;DIURETICOS SIMPLES;CLORTALIDONA;12,5;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
Clostemin;;ACETATO DE CLOSTEBOL;5,000;;Creme;;Não;Adulto
Clostemin;;SULFATO DE NEOMICINA;5,500;;Creme;;Não;Adulto
CLOTREN-N;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;ACETATO DE DEXAMETASONA;0,443;;Creme;;Não;Adulto e Pediátrico
CLOTREN-N;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;ACETATO DE DEXAMETASONA;0,443;;Creme;;Sim;Adulto e Pediátrico
CLOTREN-N;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CLOTRIMAZOL;10,00;;Creme;;Sim;Adulto e Pediátrico
CLOTREN-N;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CLOTRIMAZOL;10,00;;Creme;;Não;Adulto e Pediátrico
CLOTRIGEL;ANTIMICOTICOS PARA USO TOPICO;CLOTRIMAZOL;20,0;;CREME VAGINAL;;Não;Adulto
CLOTRIMAZOL;ANTIMICOTICOS PARA USO TOPICO;CLOTRIMAZOL;10,00;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
CLOTRIMAZOL;ANTIMICOTICOS PARA USO TOPICO;CLOTRIMAZOL;10.00;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
CLOTRIMAZOL;ANTIMICOTICOS PARA USO TOPICO;CLOTRIMAZOL;20,00;;CREME VAGINAL;;Não;Adulto
CLOTRIMAZOL;ANTIMICOTICOS PARA USO TOPICO;CLOTRIMAZOL;10,00;;CREME VAGINAL;;Não;Adulto
CLOTRIMAZOL;ANTIMICOTICOS PARA USO TOPICO;CLOTRIMAZOL;10.0;;CREME DERMATOLOGICO;;Sim;Adulto e Pediátrico
CLOTRIMAZOL;ANTIMICOTICOS PARA USO TOPICO;CLOTRIMAZOL;10;COMERCIAL;CREME DERMATOLOGICO;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico
CLOTRIMAZOL + ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;ACETATO DE DEXAMETASONA;0,4;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
CLOTRIMAZOL + ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;ACETATO DE DEXAMETASONA;0,443;;Creme;;Não;Adulto e Pediátrico
CLOTRIMAZOL + ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;ACETATO DE DEXAMETASONA;0,443;;Creme;;Sim;Adulto e Pediátrico
CLOTRIMAZOL + ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CLOTRIMAZOL;10,00;;Creme;;Sim;Adulto e Pediátrico
CLOTRIMAZOL + ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CLOTRIMAZOL;10;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
CLOTRIMAZOL + ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CLOTRIMAZOL;10,00;;Creme;;Não;Adulto e Pediátrico
CLOTRIMAZOL+ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;ACETATO DE DEXAMETASONA;0,443;;Creme;;Não;Adulto e Pediátrico
CLOTRIMAZOL+ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;ACETATO DE DEXAMETASONA;0,443;;Creme;;Sim;Adulto e Pediátrico
CLOTRIMAZOL+ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CLOTRIMAZOL;10,00;;Creme;;Sim;Adulto e Pediátrico
CLOTRIMAZOL+ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CLOTRIMAZOL;10,00;;Creme;;Não;Adulto e Pediátrico
CLOTRIMIX;ANTIMICOTICOS PARA USO TOPICO;CLOTRIMAZOL;10,00;COMERCIAL;CREME DERMATOLOGICO;;Não informado;Adulto e Pediátrico
CLOTTAFACT;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;FIBRINOGÊNIO;1,5;;PO LIOFILO INJETAVEL + SOLUÇAO DILUENTE;;Sim;Adulto e Pediátrico
CLOVANTAX;ANTIVIROTICOS;ACICLOVIR;211,62;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
CLOVANTAX;ANTIVIROTICOS;ACICLOVIR;52,17;;CREME;;Não;Adulto e Pediátrico
CLOXAZOLAM;ANSIOLITICOS SIMPLES;CLOXAZOLAM;1,02;;COMPRIMIDO SIMPLES;;Não;Adulto
CLOXAZOLAM;ANSIOLITICOS SIMPLES;CLOXAZOLAM;1.02;;COMPRIMIDO SIMPLES;;Não;Adulto
CLOXAZOLAM;ANSIOLITICOS SIMPLES;CLOXAZOLAM;2,04;;COMPRIMIDO SIMPLES;;Não;Adulto
CLOXAZOLAM;ANSIOLITICOS SIMPLES;CLOXAZOLAM;2.04;;COMPRIMIDO SIMPLES;;Não;Adulto
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;ÁCIDO ASCÓRBICO;4.88;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;CIANOCOBALAMINA;0.49;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;CLORIDRATO DE LISINA;2.602;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;CLORIDRATO DE PIRIDOXINA;0.101;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;CLORIDRATO DE TIAMINA;0.088;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;COLECALCIFEROL;0.032;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;D-PANTENOL;0.870;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;fosfato sódico de riboflavina;0.116;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;GLICONATO DE MAGNÉSIO;5.550;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;GLICONATO DE MANGANÊS;0.455;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;GLICONATO DE POTÁSSIO;1.50;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;GLICONATO FERROSO;2.643;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;HEMITARTARATO DE COLINA;1.056;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;HIPOFOSFITO DE CÁLCIO;8.33;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;INOSITOL;0.585;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;IODETO DE POTÁSSIO;0.010;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;LACTATO DE CÁLCIO;15.85;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;LACTATO DE ZINCO;0.184;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;NICOTINAMIDA;1.030;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
CLUSIVOL COMPOSTO;POLIVITAMINICOS COM MINERAIS;PALMITATO DE RETINOL;0.500;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
COAGADEX;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;FATOR X DE COAGULAÇÃO ;500;;Pó Liofilizado para Solução Injetável;;Sim;Adulto e Pediátrico
COAGADEX;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;FATOR X DE COAGULAÇÃO ;250;;Pó Liofilizado para Solução Injetável;;Sim;Adulto e Pediátrico
COALY;ANTIAGREGANTE PLAQUETARIO;ticagrelor;90,000;;Comprimido Revestido ;;Não;Adulto acima de
Coama;OUTROS ANTINEOPLASICOS;CAPECITABINA;500,00;;Comprimido Revestido ;;Não;Adulto
Coama;OUTROS ANTINEOPLASICOS;CAPECITABINA;150,00;;Comprimido Revestido ;;Não;Adulto
COBAVITAL;ESTIMULANTES DO APETITE;CLORIDRATO DE CIPROEPTADINA;4;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico acima de 
COBAVITAL;ESTIMULANTES DO APETITE;CLORIDRATO DE CIPROEPTADINA;4.00;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico acima de 
COBAVITAL;ESTIMULANTES DO APETITE;COBAMAMIDA;1;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico acima de 
COBAVITAL;ESTIMULANTES DO APETITE;COBAMAMIDA;1.00;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico acima de 
COD;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30;;SOLUÇAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
COD;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;3;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico acima de 
COD;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30.00;;SOLUÇAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
COD;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30;;COMPRIMIDO SIMPLES;;Não;Adulto
COD;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;60;;COMPRIMIDO SIMPLES;;Não;Adulto
COD PAR;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
COD PAR;ANALGESICOS NARCOTICOS;PARACETAMOL;500;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
CODEIN;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;3;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico acima de 
CODEIN;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30;;SOLUÇAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
CODEIN;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30.00;;SOLUÇAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
CODEIN;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30;;COMPRIMIDO SIMPLES;;Não;Adulto
CODEIN;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;60;;COMPRIMIDO SIMPLES;;Não;Adulto
CODEX;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30,000;;COMPRIMIDO SIMPLES;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto e Pediátrico acima de 
CODEX;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;7,500;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto e Pediátrico acima de 
CODEX;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;7,500;;COMPRIMIDO SIMPLES;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto e Pediátrico acima de 
CODEX;ANALGESICOS NARCOTICOS;FOSFATO DE CODEÍNA;30,000;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto e Pediátrico acima de 
